PMID,miRNA,disease
30430564,hsa-mir-216a,"Carcinoma, Hepatocellular"
35847359,hsa-mir-216a,Colonic Neoplasms
34852712,hsa-mir-216a,Urinary Bladder Neoplasms
32619135,hsa-mir-216a,Lung Neoplasms
35117624,hsa-mir-216a,Adenocarcinoma of Lung
35399723,hsa-mir-216a,Uterine Cervical Neoplasms
31661546,hsa-mir-129,"Arthritis, Rheumatoid"
32135165,hsa-mir-129,Poikiloderma with Neutropenia
32078403,hsa-mir-129,"Glossitis, Benign Migratory"
35494514,hsa-mir-129,"Arthritis, Rheumatoid"
35264065,hsa-mir-129,"Thyroid Cancer, Papillary"
34692852,hsa-mir-129,Uterine Cervical Neoplasms
34286514,hsa-mir-129,"Carcinoma, Hepatocellular"
33964939,hsa-mir-129,"Arthritis, Rheumatoid"
33955501,hsa-mir-129,Ovarian Neoplasms
33798911,hsa-mir-129,Papillary Thyroid Microcarcinoma
33012505,hsa-mir-129,"Carcinoma, Hepatocellular"
32953888,hsa-mir-129,Osteosarcoma
32397779,hsa-mir-129,Bronchopulmonary Dysplasia
32052431,hsa-mir-129,Rectal Neoplasms
31348766,hsa-mir-129,Laryngeal Neoplasms
30604866,hsa-mir-129,"Carcinoma, Renal Cell"
30443959,hsa-mir-129,Breast Neoplasms
30442366,hsa-mir-129,Osteosarcoma
35034538,hsa-mir-129,Cardiomegaly
33743102,hsa-mir-129,Liver Cirrhosis
33312000,hsa-mir-129,Colorectal Neoplasms
33084599,hsa-mir-129,Reperfusion Injury
32065547,hsa-mir-129,Neuralgia
32655789,hsa-mir-129,"Carcinoma, Non-Small-Cell Lung"
34789310,hsa-mir-129,"Ovarian Neoplasms, High-Grade Serous"
30888162,hsa-mir-129,Colonic Neoplasms
33440989,hsa-mir-129,Multiple Myeloma
32114419,hsa-mir-129,"Carcinoma, Non-Small-Cell Lung"
34080641,hsa-mir-129,Pneumonia
34080641,hsa-mir-129,Acute Lung Injury
33410377,hsa-mir-129,Alzheimer Disease
31807001,hsa-mir-129,"Carcinoma, Non-Small-Cell Lung"
31966595,hsa-mir-129,"Thyroid Cancer, Papillary"
36911069,hsa-mir-129,"Carcinoma, Non-Small-Cell Lung"
34925523,hsa-mir-129,Prostatic Neoplasms
33312390,hsa-mir-129,Uterine Cervical Neoplasms
33293831,hsa-mir-129,Osteosarcoma
35365168,hsa-mir-362,Mouth Neoplasms
33515352,hsa-mir-362,Spinal Cord Injuries
32251605,hsa-mir-362,"Carcinoma, Hepatocellular"
35343646,hsa-mir-362,Triple Negative Breast Neoplasms
35278064,hsa-mir-362,"Carcinoma, Hepatocellular"
33475455,hsa-mir-362,Retinoblastoma
31659098,hsa-mir-362,Breast Neoplasms
36122770,hsa-mir-362,Neuralgia
35836842,hsa-mir-362,Squamous Cell Carcinoma of Head and Neck
33639051,hsa-mir-362,Stomach Neoplasms
31016902,hsa-mir-362,Colorectal Neoplasms
34037903,hsa-mir-362,"Reperfusion Injury, Cerebral Ischemia"
34839107,hsa-mir-362,Ovarian Neoplasms
32582765,hsa-mir-362,Uterine Cervical Neoplasms
34693428,hsa-mir-32,Bone Diseases
31952480,hsa-mir-32,Vascular Calcification
36064706,hsa-mir-32,Colorectal Neoplasms
32329824,hsa-mir-32,Multiple Myeloma
31218569,hsa-mir-32,Glioma
31138033,hsa-mir-32,Glioma
31004603,hsa-mir-32,Nasopharyngeal Carcinoma
35228520,hsa-mir-32,Prostatic Neoplasms
30881496,hsa-mir-32,Colorectal Neoplasms
35116071,hsa-mir-32,Colonic Neoplasms
32307083,hsa-mir-32,Triple Negative Breast Neoplasms
31471872,hsa-mir-32,Colorectal Neoplasms
32850853,hsa-mir-32,Spinal Cord Compression
34185281,hsa-mir-32,"Plaque, Atherosclerotic"
34185281,hsa-mir-32,Myocardial Infarction
34539997,hsa-mir-32,Diabetes Mellitus
34539997,hsa-mir-32,Polycystic Ovary Syndrome
33854371,hsa-mir-32,"Carcinoma, Non-Small-Cell Lung"
32565999,hsa-mir-32,Ovarian Neoplasms
31176167,hsa-mir-503,Osteoarthritis
33262626,hsa-mir-503,Norrie disease
32228440,hsa-mir-503,Intervertebral disc disease
33262626,hsa-mir-503,Diabetic Nephropathies
35722872,hsa-mir-503,"Heart Defects, Congenital"
33928605,hsa-mir-503,Uterine Cervical Neoplasms
31183590,hsa-mir-503,Stomach Neoplasms
31062436,hsa-mir-503,Triple Negative Breast Neoplasms
34425536,hsa-mir-503,"Reperfusion Injury, Renal Ischemia"
30697802,hsa-mir-503,Uterine Cervical Neoplasms
35567907,hsa-mir-503,Colorectal Neoplasms
35567714,hsa-mir-503,Colorectal Neoplasms
34612153,hsa-mir-503,"Carcinoma, Hepatocellular"
34082009,hsa-mir-503,Myocardial Reperfusion Injury
33640603,hsa-mir-503,Osteosarcoma
32827680,hsa-mir-503,Osteosarcoma
32740791,hsa-mir-503,Uterine Cervical Neoplasms
30622051,hsa-mir-503,Ovarian Neoplasms
30622051,hsa-mir-503,Neoplasm Metastasis
31496733,hsa-mir-503,Ovarian Neoplasms
35116967,hsa-mir-503,Adrenocortical Carcinoma
34381729,hsa-mir-503,Stomach Neoplasms
31186710,hsa-mir-503,"Carcinoma, Non-Small-Cell Lung"
35100978,hsa-mir-503,Ovarian Neoplasms
33500628,hsa-mir-503,"Leukemia, Myeloid, Acute"
30908814,hsa-mir-940,Gingival Overgrowth
30908814,hsa-mir-940,Gerodermia osteodysplastica
34764698,hsa-mir-940,Adenocarcinoma of Lung
32252802,hsa-mir-940,Glioma
30761256,hsa-mir-9-2,Adenocarcinoma of Lung
35909488,hsa-mir-18b,Retinoblastoma
32058209,hsa-mir-18b,Ovarian Neoplasms
31297866,hsa-mir-18b,Adenocarcinoma of Lung
36522211,hsa-mir-18b,Pulpitis
32905431,hsa-mir-18b,Diabetic Nephropathies
34655847,hsa-mir-18b,Diabetic Retinopathy
36619898,hsa-mir-197,"Lymphoma, B-Cell"
36063543,hsa-mir-197,Polycystic Ovary Syndrome
35156900,hsa-mir-197,Adenocarcinoma of Lung
34865451,hsa-mir-197,Diabetic Retinopathy
34254931,hsa-mir-197,"Carcinoma, Non-Small-Cell Lung"
32592202,hsa-mir-197,Stomach Neoplasms
33469278,hsa-mir-197,Osteoporosis
31528224,hsa-mir-197,Colorectal Neoplasms
35130798,hsa-mir-197,"Carcinoma, Endometrioid"
33662410,hsa-mir-197,Coronary Artery Disease
31957836,hsa-mir-197,"Carcinoma, Non-Small-Cell Lung"
31694481,hsa-mir-197,Prostatic Neoplasms
32493727,hsa-mir-197,Malaria
34532373,hsa-mir-197,Triple Negative Breast Neoplasms
33442405,hsa-mir-197,Esophageal Squamous Cell Carcinoma
36769824,hsa-mir-197,Osteosarcoma
33049714,hsa-mir-197,Stomach Neoplasms
32832335,hsa-mir-197,Ovarian Neoplasms
35113786,hsa-mir-628,Glioma
34637682,hsa-mir-628,Stomach Neoplasms
34053876,hsa-mir-628,"Carcinoma, Hepatocellular"
32703934,hsa-mir-628,Stomach Neoplasms
31018104,hsa-mir-628,Osteosarcoma
36387210,hsa-mir-628,Triple Negative Breast Neoplasms
32669871,hsa-mir-628,Glioma
33292218,hsa-mir-628,Uterine Cervical Neoplasms
36129629,hsa-let-7g,Developmental Disabilities
36129629,hsa-let-7g,Heart Arrest
35955552,hsa-let-7g,"Carcinoma, Hepatocellular"
32653692,hsa-let-7g,"Aortic Aneurysm, Thoracic"
31374070,hsa-let-7g,Nasopharyngeal Carcinoma
30551492,hsa-let-7g,Osteosarcoma
34187521,hsa-let-7g,Lymphoma
34187521,hsa-let-7g,"Leukemia-Lymphoma, Adult T-Cell"
33057597,hsa-let-7g,Glioblastoma
33895168,hsa-mir-424,Colorectal Neoplasms
34712356,hsa-mir-424,Glioma
34641698,hsa-mir-424,Urinary Bladder Neoplasms
34440380,hsa-mir-424,Triple Negative Breast Neoplasms
34407684,hsa-mir-424,Acute Kidney Injury
33909326,hsa-mir-424,Liver Neoplasms
33555529,hsa-mir-424,Breast Neoplasms
33356998,hsa-mir-424,Colorectal Neoplasms
33346094,hsa-mir-424,"Carcinoma, Hepatocellular"
32756097,hsa-mir-424,Intracranial Aneurysm
32592723,hsa-mir-424,Osteosarcoma
32520206,hsa-mir-424,Nasopharyngeal Carcinoma
32065781,hsa-mir-424,Ischemic Stroke
31322545,hsa-mir-424,"Carcinoma, Non-Small-Cell Lung"
30805988,hsa-mir-424,Liver Neoplasms
31920390,hsa-mir-424,Ovarian Neoplasms
34171363,hsa-mir-424,Coronary Disease
33333053,hsa-mir-424,Liver Cirrhosis
32633726,hsa-mir-424,Colonic Neoplasms
32236863,hsa-mir-424,Glioma
32096178,hsa-mir-424,Wilms Tumor
31971049,hsa-mir-424,"Carcinoma, Endometrioid"
31642110,hsa-mir-424,Osteosarcoma
31081082,hsa-mir-424,"Carcinoma, Hepatocellular"
30679313,hsa-mir-424,Osteosarcoma
30535497,hsa-mir-424,"Carcinoma, Hepatocellular"
36525235,hsa-mir-424,"Carcinoma, Endometrioid"
34430434,hsa-mir-424,"Hemangioma, Cavernous"
32117091,hsa-mir-424,Dengue
31571913,hsa-mir-424,Stomach Neoplasms
31105811,hsa-mir-424,"Reperfusion Injury, Renal Ischemia"
33040785,hsa-mir-424,Squamous Cell Carcinoma of Head and Neck
33273826,hsa-mir-424,Stomach Neoplasms
36897170,hsa-mir-424,Osteosarcoma
34976194,hsa-mir-424,Prostatic Neoplasms
33577029,hsa-mir-424,Colorectal Neoplasms
33037174,hsa-mir-106a,Inflammation
33037174,hsa-mir-106a,Sepsis
30468455,hsa-mir-106a,"Fractures, Bone"
30468455,hsa-mir-106a,Tibial Fractures
33505399,hsa-mir-106a,Mycobacterium Infections
35467292,hsa-mir-106a,Vascular Calcification
32894548,hsa-mir-106a,Squamous Cell Carcinoma of Head and Neck
32320706,hsa-mir-106a,Pre-Eclampsia
31884511,hsa-mir-106a,Stomach Neoplasms
36157880,hsa-mir-106a,Glioma
34789275,hsa-mir-106a,Non-alcoholic Fatty Liver Disease
33173989,hsa-mir-106a,Glioma
32757663,hsa-mir-106a,Osteosarcoma
32737775,hsa-mir-106a,Squamous Cell Carcinoma of Head and Neck
31935390,hsa-mir-106a,Ovarian Neoplasms
31894109,hsa-mir-106a,Osteoarthritis
31182759,hsa-mir-106a,Urinary Bladder Neoplasms
33868788,hsa-mir-106a,Liver Neoplasms
31997569,hsa-mir-106a,Enteropathy-Associated T-Cell Lymphoma
36741009,hsa-mir-106a,Ovarian Neoplasms
34707704,hsa-mir-106a,Adenocarcinoma of Lung
32714095,hsa-mir-106a,Ovarian Neoplasms
33571015,hsa-mir-106a,Glioma
31557058,hsa-mir-106a,Nasopharyngeal Carcinoma
33846790,hsa-mir-20b,"Leukemia, Myeloid, Acute"
33782807,hsa-mir-20b,Pancreatic Carcinoma
33758932,hsa-mir-20b,Lung Neoplasms
30592135,hsa-mir-20b,"Carcinoma, Non-Small-Cell Lung"
36754869,hsa-mir-20b,"Cicatrix, Hypertrophic"
34113562,hsa-mir-20b,Colorectal Neoplasms
33898105,hsa-mir-20b,Lung Neoplasms
33408528,hsa-mir-20b,Osteosarcoma
33305412,hsa-mir-431,Osteoarthritis
35182679,hsa-mir-431,"Carcinoma, Pancreatic Ductal"
34606982,hsa-mir-431,Liver Neoplasms
34326275,hsa-mir-431,Uterine Cervical Neoplasms
36057384,hsa-mir-431,Tuberculosis
30720177,hsa-mir-431,Lung Neoplasms
30624964,hsa-mir-431,"Enterocolitis, Necrotizing"
33193848,hsa-mir-431,"Carcinoma, Hepatocellular"
31897213,hsa-mir-431,Breast Neoplasms
32982413,hsa-mir-431,Osteosarcoma
32417959,hsa-mir-504,Uterine Cervical Neoplasms
34373722,hsa-mir-103a,Vascular Calcification
36743910,hsa-mir-103a,Alzheimer Disease
36179941,hsa-mir-103a,Graves Ophthalmopathy
36179941,hsa-mir-103a,Diabetic Nephropathies
35504053,hsa-mir-103a,Endometriosis
34028890,hsa-mir-103a,Stomach Neoplasms
33819358,hsa-mir-103a,Uterine Cervical Neoplasms
33118833,hsa-mir-103a,Colorectal Neoplasms
32072570,hsa-mir-103a,Obesity
36301978,hsa-mir-103a,Urinary Bladder Neoplasms
33209876,hsa-mir-103a,Brain Ischemia
33209876,hsa-mir-103a,Immune System Diseases
32848452,hsa-mir-103a,Glioblastoma
32884953,hsa-mir-103a,Osteoarthritis
32884953,hsa-mir-103a,Inflammation
34933738,hsa-mir-103a,Breast Neoplasms
34061447,hsa-mir-103a,"Arthritis, Rheumatoid"
33111649,hsa-mir-103a,Stomach Neoplasms
32416102,hsa-mir-103a,Glioma
31650542,hsa-mir-103a,Brain Ischemia
31040894,hsa-mir-103a,Stomach Neoplasms
36697993,hsa-mir-103a,Lung Neoplasms
34976998,hsa-mir-103a,Breast Neoplasms
34956484,hsa-mir-103a,"Carcinoma, Renal Cell"
34349344,hsa-mir-103a,Liver Neoplasms
33958547,hsa-mir-4787,Polycystic Kidney Diseases
34106877,hsa-mir-500b,Precursor Cell Lymphoblastic Leukemia-Lymphoma
33594062,hsa-mir-3,Ataxia Neuropathy Spectrum
30605240,hsa-mir-3,Vitamin B Deficiency
35534923,hsa-mir-3,Atherosclerosis
31799620,hsa-mir-3,Gallbladder Neoplasms
30777884,hsa-mir-3,"Spastic Paraplegia, Hereditary"
33381046,hsa-mir-3,Inflammation
33381046,hsa-mir-3,Lipid Metabolism Disorders
33381046,hsa-mir-3,Non-alcoholic Fatty Liver Disease
33381046,hsa-mir-3,Atherosclerosis
32633369,hsa-mir-151a,Lung Neoplasms
30992025,hsa-mir-151a,Glioblastoma
35256585,hsa-mir-185a,Osteoarthritis
32968636,hsa-mir-186,Heart Diseases
32968636,hsa-mir-186,Cardiotoxicity
34967264,hsa-mir-186,Osteochondritis Dissecans
31511208,hsa-mir-186,"Hypoxia, Brain"
31511208,hsa-mir-186,"Shock, Hemorrhagic"
32968636,hsa-mir-186,Propofol Infusion Syndrome
36202872,hsa-mir-186,Triple Negative Breast Neoplasms
36032150,hsa-mir-186,Melanoma
35362879,hsa-mir-186,Urinary Bladder Neoplasms
35313857,hsa-mir-186,"Carcinoma, Non-Small-Cell Lung"
33820868,hsa-mir-186,Pancreatic Carcinoma
33607850,hsa-mir-186,Esophageal Squamous Cell Carcinoma
33493421,hsa-mir-186,Triple Negative Breast Neoplasms
32739469,hsa-mir-186,Esophageal Squamous Cell Carcinoma
32735135,hsa-mir-186,Atherosclerosis
31433582,hsa-mir-186,"Carcinoma, Hepatocellular"
31387394,hsa-mir-186,Prostatic Neoplasms
30823895,hsa-mir-186,Ovarian Neoplasms
36176750,hsa-mir-186,"Mesothelioma, Malignant"
36066055,hsa-mir-186,Trigeminal Neuralgia
36059662,hsa-mir-186,Adenocarcinoma of Lung
36000339,hsa-mir-186,Postoperative Cognitive Complications
35344194,hsa-mir-186,"Reperfusion Injury, Cerebral Ischemia"
31802902,hsa-mir-186,Esophageal Neoplasms
31497209,hsa-mir-186,Glioma
36243115,hsa-mir-186,"Carcinoma, Hepatocellular"
34663837,hsa-mir-186,Squamous Cell Carcinoma of Head and Neck
34383714,hsa-mir-186,HIV-Associated Lipodystrophy Syndrome
34337058,hsa-mir-186,Cholangiocarcinoma
33498448,hsa-mir-186,Squamous Cell Carcinoma of Head and Neck
32744694,hsa-mir-186,Glioma
32266659,hsa-mir-186,"Carcinoma, Renal Cell"
31273190,hsa-mir-186,Colorectal Neoplasms
31176784,hsa-mir-186,"Carcinoma, Non-Small-Cell Lung"
34187521,hsa-mir-186,Lymphoma
34187521,hsa-mir-186,"Leukemia-Lymphoma, Adult T-Cell"
33995003,hsa-mir-186,Femur Head Necrosis
31080348,hsa-mir-186,Pituitary Neoplasms
34084218,hsa-mir-186,Uterine Cervical Neoplasms
34804881,hsa-mir-186,"Thyroid Cancer, Papillary"
34804161,hsa-mir-186,Adenocarcinoma of Lung
34178988,hsa-mir-186,Stomach Neoplasms
33594311,hsa-mir-186,Breast Neoplasms
33061604,hsa-mir-186,Stomach Neoplasms
33598424,hsa-mir-668,"Carcinoma, Hepatocellular"
31997826,hsa-mir-668,Reperfusion Injury
30503840,hsa-mir-351,"Reperfusion Injury, Intestinal Ischemia"
30622796,hsa-mir-351,Muscular Atrophy
35116858,hsa-mir-138-2,"Thyroid Cancer, Papillary"
31332786,hsa-mir-363,Adenocarcinoma of Lung
32729158,hsa-mir-363,Neurotoxicity Syndromes
36368448,hsa-mir-363,Pre-Eclampsia
34729750,hsa-mir-363,Hemangioma
33744332,hsa-mir-363,"Hypoxia-Ischemia, Brain"
33742335,hsa-mir-363,"Carcinoma, Non-Small-Cell Lung"
33432525,hsa-mir-363,Retinoblastoma
34499009,hsa-mir-363,Stomach Neoplasms
33472456,hsa-mir-363,Breast Neoplasms
31109400,hsa-mir-363,Endometrial Neoplasms
30896877,hsa-mir-363,Osteosarcoma
35696757,hsa-mir-363,Glioma
34769029,hsa-mir-363,Cerebral Hemorrhage
32742341,hsa-mir-363,Squamous Cell Carcinoma of Head and Neck
33717243,hsa-mir-183,Cardiomegaly
31694919,hsa-mir-183,Vesicular Stomatitis
33148375,hsa-mir-183,Obesity
36150451,hsa-mir-183,Cachexia
35247910,hsa-mir-183,Breast Neoplasms
35231647,hsa-mir-183,Adenomyosis
34921037,hsa-mir-183,Stomach Neoplasms
33993369,hsa-mir-183,Glioma
33825780,hsa-mir-183,Adenocarcinoma of Lung
33356743,hsa-mir-183,Laryngeal Neoplasms
32554251,hsa-mir-183,COVID-19
31894433,hsa-mir-183,Stomach Neoplasms
31605132,hsa-mir-183,Uterine Cervical Neoplasms
31602666,hsa-mir-183,Neuralgia
31538425,hsa-mir-183,"Carcinoma, Hepatocellular"
30720057,hsa-mir-183,Ovarian Neoplasms
30522116,hsa-mir-183,"Carcinoma, Hepatocellular"
30467667,hsa-mir-183,Breast Neoplasms
35399004,hsa-mir-183,Nonsyndromic Deafness
33447565,hsa-mir-183,Pituitary Neoplasms
33177182,hsa-mir-183,Ganglion Cysts
32733254,hsa-mir-183,Allergic Inflammation
32723328,hsa-mir-183,Neuralgia
31572505,hsa-mir-183,"Reperfusion Injury, Cerebral Ischemia"
30548682,hsa-mir-183,Cardiomyopathies
30406026,hsa-mir-183,Mesothelioma
30783438,hsa-mir-183,Pancreatic Carcinoma
35598218,hsa-mir-183,"Thyroid Cancer, Papillary"
35435136,hsa-mir-183,Adenocarcinoma of Lung
35084673,hsa-mir-183,Thyroid Neoplasms
34561554,hsa-mir-183,Breast Neoplasms
33014896,hsa-mir-183,Dengue
32693640,hsa-mir-183,Neuroblastoma
30841423,hsa-mir-183,"Carcinoma, Non-Small-Cell Lung"
35756672,hsa-mir-183,Nasopharyngeal Carcinoma
34790379,hsa-mir-183,Stomach Neoplasms
32278306,hsa-mir-183,"Carcinoma, Hepatocellular"
33607219,hsa-mir-183,Stomach Neoplasms
32801762,hsa-mir-183,Ovarian Neoplasms
34103911,hsa-mir-485,"Pulmonary Disease, Chronic Obstructive"
35621109,hsa-mir-485,Colorectal Neoplasms
32897218,hsa-mir-485,Breast Neoplasms
32356447,hsa-mir-485,Colorectal Neoplasms
32550826,hsa-mir-485,"Carcinoma, Renal Cell"
36399797,hsa-mir-485,"Carcinoma, Ovarian Epithelial"
34696702,hsa-mir-485,Pre-Eclampsia
33109341,hsa-mir-485,Adenocarcinoma of Lung
32945459,hsa-mir-485,Osteosarcoma
32720371,hsa-mir-485,Esophageal Squamous Cell Carcinoma
32343879,hsa-mir-485,Uterine Cervical Neoplasms
31298339,hsa-mir-485,Glioma
36760811,hsa-mir-485,Osteoporosis
35748489,hsa-mir-485,"Carcinoma, Hepatocellular"
35591837,hsa-mir-485,Squamous Cell Carcinoma of Head and Neck
35284121,hsa-mir-485,Colorectal Neoplasms
34594577,hsa-mir-485,Alzheimer Disease
33817237,hsa-mir-485,"Carcinoma, Squamous Cell, Cutaneous"
33718067,hsa-mir-485,Prostatic Hyperplasia
31073307,hsa-mir-485,Breast Neoplasms
33239403,hsa-mir-485,Alzheimer Disease
33239403,hsa-mir-485,Dementia
32669002,hsa-mir-485,Diabetic Nephropathies
30474931,hsa-mir-485,"Thyroid Cancer, Papillary"
34603528,hsa-mir-485,"Arthritis, Rheumatoid"
35692754,hsa-mir-485,Osteosarcoma
34512751,hsa-mir-485,Liver Neoplasms
34354393,hsa-mir-485,Ovarian Neoplasms
32655783,hsa-mir-485,"Leukemia, Myeloid, Acute"
33116135,hsa-mir-181,Moebius syndrome 1
32901872,hsa-mir-181,Colonic Neoplasms
31448575,hsa-mir-181,Colorectal Neoplasms
31115560,hsa-mir-181,Multiple Myeloma
32201538,hsa-mir-181,Melanoma
31298308,hsa-mir-181,Osteoarthritis
35118606,hsa-mir-181,Necrosis
35154447,hsa-mir-181,"Lymphoma, Large B-Cell, Diffuse"
34001919,hsa-mir-24,Nervous System Diseases
31885705,hsa-mir-24,Ischemic Stroke
34257080,hsa-mir-24,Gerodermia osteodysplastica
35549643,hsa-mir-24,Ovarian Neoplasms
34976325,hsa-mir-24,Pancreatic Carcinoma
34334080,hsa-mir-24,Nerve Degeneration
32706064,hsa-mir-24,Ovarian Neoplasms
31183860,hsa-mir-24,Colonic Neoplasms
36462499,hsa-mir-24,Melanoma
35535903,hsa-mir-24,Brain Ischemia
34869303,hsa-mir-24,"Fibrosis, Renal"
31372094,hsa-mir-24,"Thyroid Cancer, Papillary"
34383714,hsa-mir-24,HIV-Associated Lipodystrophy Syndrome
34373133,hsa-mir-24,"Aortic Aneurysm, Thoracic"
32688371,hsa-mir-24,Mucocutaneous Lymph Node Syndrome
32506598,hsa-mir-24,"Carcinoma, Hepatocellular"
32272940,hsa-mir-24,"Carcinoma, Hepatocellular"
31960744,hsa-mir-24,Squamous Cell Carcinoma of Head and Neck
30654976,hsa-mir-24,Urinary Bladder Neoplasms
30481782,hsa-mir-24,Ovarian Neoplasms
34149889,hsa-mir-24,Burns
33708421,hsa-mir-24,Esophageal Neoplasms
36880587,hsa-mir-24,Osteosarcoma
33116605,hsa-mir-24,Uterine Cervical Neoplasms
33061453,hsa-mir-24,Lung Neoplasms
33005106,hsa-mir-24,Colorectal Neoplasms
32913892,hsa-mir-24,Pancreatic Neoplasms
32864009,hsa-mir-24,Lung Neoplasms
35238915,hsa-mir-466b,Leukoencephalopathies
36823651,hsa-mir-525,Osteoarthritis
36705418,hsa-mir-525,Venous Thrombosis
35923244,hsa-mir-525,Breast Neoplasms
34487020,hsa-mir-525,"Carcinoma, Non-Small-Cell Lung"
33907842,hsa-mir-525,Thymoma
32681706,hsa-mir-525,Ovarian Neoplasms
30652310,hsa-mir-525,Cardiomegaly
34766707,hsa-mir-455,Inflammation
33738662,hsa-mir-455,Hypoxia
30898696,hsa-mir-455,Hypoxia
34766707,hsa-mir-455,Necrobiotic Disorders
33738662,hsa-mir-455,Nerve Degeneration
33534059,hsa-mir-455,Nerve Degeneration
35993945,hsa-mir-455,"Carcinoma, Squamous Cell, Cutaneous"
35180913,hsa-mir-455,Myocardial Infarction
34988230,hsa-mir-455,"Carcinoma, Hepatocellular"
33792885,hsa-mir-455,Atrial Fibrillation
33655541,hsa-mir-455,Squamous Cell Carcinoma of Head and Neck
33342041,hsa-mir-455,Ovarian Neoplasms
33151000,hsa-mir-455,Squamous Cell Carcinoma of Head and Neck
32982172,hsa-mir-455,Atherosclerosis
32918360,hsa-mir-455,Glioblastoma
32303890,hsa-mir-455,Uterine Cervical Neoplasms
30609030,hsa-mir-455,Urinary Bladder Neoplasms
31243136,hsa-mir-455,Rabies
30675279,hsa-mir-455,Colorectal Neoplasms
34174908,hsa-mir-455,Endometrial Neoplasms
31473194,hsa-mir-455,"Brain Injuries, Traumatic"
31407409,hsa-mir-455,Pulmonary Fibrosis
33057072,hsa-mir-455,Stevens-Johnson Syndrome
32857667,hsa-mir-455,Lung Neoplasms
36648213,hsa-mir-455,Depression
34539879,hsa-mir-455,Cholangiocarcinoma
33549106,hsa-mir-455,Pulmonary Fibrosis
36595346,hsa-mir-455,Pancreatic Neoplasms
34135963,hsa-mir-455,"Carcinoma, Hepatocellular"
33177835,hsa-mir-455,Squamous Cell Carcinoma of Head and Neck
33094798,hsa-mir-495,Osteoarthritis
35200103,hsa-mir-495,Fibrosis
32445070,hsa-mir-495,"Colorectal Neoplasms, Hereditary Nonpolyposis"
33363214,hsa-mir-495,Urinary Bladder Neoplasms
30691859,hsa-mir-495,"Sarcoma, Ewing"
35853537,hsa-mir-495,"Carcinoma, Non-Small-Cell Lung"
35397427,hsa-mir-495,Obesity
35397427,hsa-mir-495,Burns
34747666,hsa-mir-495,Esophageal Neoplasms
34723778,hsa-mir-495,Otitis Media with Effusion
34288494,hsa-mir-495,Asthma
34288494,hsa-mir-495,Colorectal Neoplasms
33961855,hsa-mir-495,Colorectal Neoplasms
33102579,hsa-mir-495,"Carcinoma, Hepatocellular"
33087165,hsa-mir-495,Prostatic Neoplasms
31698307,hsa-mir-495,"Leukemia, Myeloid, Acute"
31347173,hsa-mir-495,Myocardial Reperfusion Injury
31251902,hsa-mir-495,Inflammatory Bowel Diseases
30840259,hsa-mir-495,Ovarian Neoplasms
30689967,hsa-mir-495,Squamous Cell Carcinoma of Head and Neck
30569167,hsa-mir-495,Lung Neoplasms
35611785,hsa-mir-495,Asthma
32810308,hsa-mir-495,Coronary Disease
30940879,hsa-mir-495,Osteoarthritis
31105831,hsa-mir-495,Osteoarthritis
31812793,hsa-mir-495,Sepsis
35352617,hsa-mir-495,"Lymphoma, Large B-Cell, Diffuse"
34935899,hsa-mir-495,Triple Negative Breast Neoplasms
31173354,hsa-mir-495,Colonic Neoplasms
31173352,hsa-mir-495,Melanoma
36591727,hsa-mir-495,"Carcinoma, Non-Small-Cell Lung"
35152537,hsa-mir-495,Cardiotoxicity
32429150,hsa-mir-495,Instent Restenosis
32429150,hsa-mir-495,Inflammation
31447563,hsa-mir-495,Osteosarcoma
35777757,hsa-mir-495,Cardiomegaly
32920660,hsa-mir-495,Stomach Neoplasms
32919020,hsa-mir-495,"Thyroid Cancer, Papillary"
35538030,hsa-mir-1207,Uterine Cervical Neoplasms
34738862,hsa-mir-1207,Nasopharyngeal Carcinoma
32046858,hsa-mir-1207,Colorectal Neoplasms
34475987,hsa-mir-1207,Glioma
33116574,hsa-mir-1207,Liver Neoplasms
35362116,hsa-mir-451,Osteoarthritis
35661494,hsa-mir-451,Inferior Wall Myocardial Infarction
36107024,hsa-mir-451,Breast Neoplasms
32842443,hsa-mir-451,Multiple Myeloma
32824921,hsa-mir-451,"Adenocarcinoma, Follicular"
31355248,hsa-mir-451,Cardiotoxicity
31213092,hsa-mir-451,Glioma
30873673,hsa-mir-451,Breast Neoplasms
32256945,hsa-mir-451,Reperfusion Injury
31432179,hsa-mir-451,"Reperfusion Injury, Cerebral Ischemia"
30872181,hsa-mir-451,Diabetes Mellitus
30872181,hsa-mir-451,Cardiomyopathies
36737651,hsa-mir-320c,Squamous Cell Carcinoma of Head and Neck
